shots,architecture,parameter,r2
12900,superconducting,T1,0.935114
12900,superconducting,T2,0.916393
12900,superconducting,delta_omega,0.997463
12900,superconducting,epsilon_sx,0.989759
12900,trapped_ion,T1,0.995426
12900,trapped_ion,T2,0.988763
12900,trapped_ion,delta_omega,0.995721
12900,trapped_ion,epsilon_sx,0.992513
12900,neutral_atom,T1,0.924530
12900,neutral_atom,T2,0.974380
12900,neutral_atom,delta_omega,0.946321
12900,neutral_atom,epsilon_sx,0.975797
13000,superconducting,T1,0.953069
13000,superconducting,T2,0.929758
13000,superconducting,delta_omega,0.996813
13000,superconducting,epsilon_sx,0.987386
13000,trapped_ion,T1,0.994928
13000,trapped_ion,T2,0.988286
13000,trapped_ion,delta_omega,0.990278
13000,trapped_ion,epsilon_sx,0.990672
13000,neutral_atom,T1,0.970350
13000,neutral_atom,T2,0.974038
13000,neutral_atom,delta_omega,0.949848
13000,neutral_atom,epsilon_sx,0.957222
13100,superconducting,T1,0.938350
13100,superconducting,T2,0.917013
13100,superconducting,delta_omega,0.997990
13100,superconducting,epsilon_sx,0.987484
13100,trapped_ion,T1,0.996434
13100,trapped_ion,T2,0.989785
13100,trapped_ion,delta_omega,0.997814
13100,trapped_ion,epsilon_sx,0.993545
13100,neutral_atom,T1,0.950656
13100,neutral_atom,T2,0.980649
13100,neutral_atom,delta_omega,0.956429
13100,neutral_atom,epsilon_sx,0.970317
13200,superconducting,T1,0.934957
13200,superconducting,T2,0.920368
13200,superconducting,delta_omega,0.997339
13200,superconducting,epsilon_sx,0.993608
13200,trapped_ion,T1,0.996165
13200,trapped_ion,T2,0.989547
13200,trapped_ion,delta_omega,0.992762
13200,trapped_ion,epsilon_sx,0.988767
13200,neutral_atom,T1,0.949241
13200,neutral_atom,T2,0.976682
13200,neutral_atom,delta_omega,0.942017
13200,neutral_atom,epsilon_sx,0.967431
13300,superconducting,T1,0.923426
13300,superconducting,T2,0.913109
13300,superconducting,delta_omega,0.997655
13300,superconducting,epsilon_sx,0.990546
13300,trapped_ion,T1,0.995887
13300,trapped_ion,T2,0.990329
13300,trapped_ion,delta_omega,0.996304
13300,trapped_ion,epsilon_sx,0.992195
13300,neutral_atom,T1,0.961340
13300,neutral_atom,T2,0.982854
13300,neutral_atom,delta_omega,0.945888
13300,neutral_atom,epsilon_sx,0.973098
13400,superconducting,T1,0.913185
13400,superconducting,T2,0.928728
13400,superconducting,delta_omega,0.996954
13400,superconducting,epsilon_sx,0.990999
13400,trapped_ion,T1,0.997725
13400,trapped_ion,T2,0.992318
13400,trapped_ion,delta_omega,0.994886
13400,trapped_ion,epsilon_sx,0.990632
13400,neutral_atom,T1,0.948188
13400,neutral_atom,T2,0.976731
13400,neutral_atom,delta_omega,0.944940
13400,neutral_atom,epsilon_sx,0.965075
13500,superconducting,T1,0.945646
13500,superconducting,T2,0.930355
13500,superconducting,delta_omega,0.996788
13500,superconducting,epsilon_sx,0.990692
13500,trapped_ion,T1,0.996683
13500,trapped_ion,T2,0.991415
13500,trapped_ion,delta_omega,0.997470
13500,trapped_ion,epsilon_sx,0.987312
13500,neutral_atom,T1,0.957742
13500,neutral_atom,T2,0.979390
13500,neutral_atom,delta_omega,0.954093
13500,neutral_atom,epsilon_sx,0.977851
13600,superconducting,T1,0.937712
13600,superconducting,T2,0.927747
13600,superconducting,delta_omega,0.997180
13600,superconducting,epsilon_sx,0.988906
13600,trapped_ion,T1,0.997089
13600,trapped_ion,T2,0.989948
13600,trapped_ion,delta_omega,0.992774
13600,trapped_ion,epsilon_sx,0.992431
13600,neutral_atom,T1,0.948761
13600,neutral_atom,T2,0.978106
13600,neutral_atom,delta_omega,0.948342
13600,neutral_atom,epsilon_sx,0.964745
13700,superconducting,T1,0.934164
13700,superconducting,T2,0.896812
13700,superconducting,delta_omega,0.997169
13700,superconducting,epsilon_sx,0.989046
13700,trapped_ion,T1,0.997991
13700,trapped_ion,T2,0.990563
13700,trapped_ion,delta_omega,0.994266
13700,trapped_ion,epsilon_sx,0.992163
13700,neutral_atom,T1,0.964286
13700,neutral_atom,T2,0.983992
13700,neutral_atom,delta_omega,0.945083
13700,neutral_atom,epsilon_sx,0.971707
13800,superconducting,T1,0.935775
13800,superconducting,T2,0.927881
13800,superconducting,delta_omega,0.997134
13800,superconducting,epsilon_sx,0.989711
13800,trapped_ion,T1,0.994381
13800,trapped_ion,T2,0.987162
13800,trapped_ion,delta_omega,0.995877
13800,trapped_ion,epsilon_sx,0.993631
13800,neutral_atom,T1,0.947113
13800,neutral_atom,T2,0.969915
13800,neutral_atom,delta_omega,0.934348
13800,neutral_atom,epsilon_sx,0.969602
13900,superconducting,T1,0.951732
13900,superconducting,T2,0.933714
13900,superconducting,delta_omega,0.997687
13900,superconducting,epsilon_sx,0.990202
13900,trapped_ion,T1,0.996805
13900,trapped_ion,T2,0.991905
13900,trapped_ion,delta_omega,0.993513
13900,trapped_ion,epsilon_sx,0.990978
13900,neutral_atom,T1,0.935612
13900,neutral_atom,T2,0.970515
13900,neutral_atom,delta_omega,0.952754
13900,neutral_atom,epsilon_sx,0.974352
14000,superconducting,T1,0.940265
14000,superconducting,T2,0.918857
14000,superconducting,delta_omega,0.996934
14000,superconducting,epsilon_sx,0.990645
14000,trapped_ion,T1,0.996351
14000,trapped_ion,T2,0.989916
14000,trapped_ion,delta_omega,0.997033
14000,trapped_ion,epsilon_sx,0.992166
14000,neutral_atom,T1,0.954487
14000,neutral_atom,T2,0.973700
14000,neutral_atom,delta_omega,0.955131
14000,neutral_atom,epsilon_sx,0.970309
14100,superconducting,T1,0.946164
14100,superconducting,T2,0.918413
14100,superconducting,delta_omega,0.998007
14100,superconducting,epsilon_sx,0.984939
14100,trapped_ion,T1,0.997258
14100,trapped_ion,T2,0.991457
14100,trapped_ion,delta_omega,0.992756
14100,trapped_ion,epsilon_sx,0.994188
14100,neutral_atom,T1,0.974559
14100,neutral_atom,T2,0.973859
14100,neutral_atom,delta_omega,0.937912
14100,neutral_atom,epsilon_sx,0.967763
14200,superconducting,T1,0.947091
14200,superconducting,T2,0.952192
14200,superconducting,delta_omega,0.997533
14200,superconducting,epsilon_sx,0.986628
14200,trapped_ion,T1,0.996538
14200,trapped_ion,T2,0.989929
14200,trapped_ion,delta_omega,0.998068
14200,trapped_ion,epsilon_sx,0.993084
14200,neutral_atom,T1,0.961349
14200,neutral_atom,T2,0.976295
14200,neutral_atom,delta_omega,0.945669
14200,neutral_atom,epsilon_sx,0.965173
14300,superconducting,T1,0.932896
14300,superconducting,T2,0.923168
14300,superconducting,delta_omega,0.997510
14300,superconducting,epsilon_sx,0.991584
14300,trapped_ion,T1,0.996113
14300,trapped_ion,T2,0.991088
14300,trapped_ion,delta_omega,0.993619
14300,trapped_ion,epsilon_sx,0.989887
14300,neutral_atom,T1,0.945688
14300,neutral_atom,T2,0.971257
14300,neutral_atom,delta_omega,0.946475
14300,neutral_atom,epsilon_sx,0.976237
14400,superconducting,T1,0.938050
14400,superconducting,T2,0.910181
14400,superconducting,delta_omega,0.997838
14400,superconducting,epsilon_sx,0.992855
14400,trapped_ion,T1,0.996975
14400,trapped_ion,T2,0.991858
14400,trapped_ion,delta_omega,0.993399
14400,trapped_ion,epsilon_sx,0.992337
14400,neutral_atom,T1,0.774872
14400,neutral_atom,T2,0.980083
14400,neutral_atom,delta_omega,0.945989
14400,neutral_atom,epsilon_sx,0.962418
14500,superconducting,T1,0.946496
14500,superconducting,T2,0.919800
14500,superconducting,delta_omega,0.996985
14500,superconducting,epsilon_sx,0.987261
14500,trapped_ion,T1,0.997361
14500,trapped_ion,T2,0.992651
14500,trapped_ion,delta_omega,0.996317
14500,trapped_ion,epsilon_sx,0.990997
14500,neutral_atom,T1,0.972373
14500,neutral_atom,T2,0.977637
14500,neutral_atom,delta_omega,0.960967
14500,neutral_atom,epsilon_sx,0.967533
14600,superconducting,T1,0.946029
14600,superconducting,T2,0.909446
14600,superconducting,delta_omega,0.997891
14600,superconducting,epsilon_sx,0.991225
14600,trapped_ion,T1,0.997230
14600,trapped_ion,T2,0.989588
14600,trapped_ion,delta_omega,0.992751
14600,trapped_ion,epsilon_sx,0.989563
14600,neutral_atom,T1,0.936205
14600,neutral_atom,T2,0.972721
14600,neutral_atom,delta_omega,0.955405
14600,neutral_atom,epsilon_sx,0.977701
14700,superconducting,T1,0.930892
14700,superconducting,T2,0.937447
14700,superconducting,delta_omega,0.997827
14700,superconducting,epsilon_sx,0.991408
14700,trapped_ion,T1,0.997697
14700,trapped_ion,T2,0.991087
14700,trapped_ion,delta_omega,0.991896
14700,trapped_ion,epsilon_sx,0.992624
14700,neutral_atom,T1,0.975320
14700,neutral_atom,T2,0.976070
14700,neutral_atom,delta_omega,0.951777
14700,neutral_atom,epsilon_sx,0.974998
14800,superconducting,T1,0.949811
14800,superconducting,T2,0.920153
14800,superconducting,delta_omega,0.997846
14800,superconducting,epsilon_sx,0.992658
14800,trapped_ion,T1,0.996377
14800,trapped_ion,T2,0.990610
14800,trapped_ion,delta_omega,0.989118
14800,trapped_ion,epsilon_sx,0.993374
14800,neutral_atom,T1,0.959103
14800,neutral_atom,T2,0.978076
14800,neutral_atom,delta_omega,0.941049
14800,neutral_atom,epsilon_sx,0.970417
14900,superconducting,T1,0.931369
14900,superconducting,T2,0.907927
14900,superconducting,delta_omega,0.996757
14900,superconducting,epsilon_sx,0.988069
14900,trapped_ion,T1,0.997365
14900,trapped_ion,T2,0.986663
14900,trapped_ion,delta_omega,0.995077
14900,trapped_ion,epsilon_sx,0.994999
14900,neutral_atom,T1,0.973407
14900,neutral_atom,T2,0.983311
14900,neutral_atom,delta_omega,0.942734
14900,neutral_atom,epsilon_sx,0.972482
15000,superconducting,T1,0.918030
15000,superconducting,T2,0.903024
15000,superconducting,delta_omega,0.997804
15000,superconducting,epsilon_sx,0.989920
15000,trapped_ion,T1,0.997651
15000,trapped_ion,T2,0.988226
15000,trapped_ion,delta_omega,0.996894
15000,trapped_ion,epsilon_sx,0.990475
15000,neutral_atom,T1,0.945193
15000,neutral_atom,T2,0.970717
15000,neutral_atom,delta_omega,0.959432
15000,neutral_atom,epsilon_sx,0.973198
